Index;Open_Time;Open;High;Low;Close;Close_Time;Volume_ask;Volume_bid;Position
0;1514775602377;13330;13357.98;13330.21;13356.66;1514775622390;2.4750349999999997;1.4919220000000002
1;1514775622873;13329.95;13374.99;13300.9;13303.23;1514775761986;13.535884;1.4764659999999996
2;1514775761986;13329.84;13358.03;13290.0;13356.44;1514776174442;17.811247;13.993326
3;1514776174442;13356.44;13384.0;13343.6;13383.15;1514776382880;9.420484;5.581332999999998
4;1514776382880;13383.15;13416.0;13380.01;13409.92;1514776389619;0.042848;0.31768700000000005
5;1514776390957;13409.92;13439.96;13400.0;13436.74;1514776415502;3.888464;6.297763999999998
6;1514776415609;13436.74;13465.0;13400.02;13463.61;1514776574129;15.205489000000004;10.114462000000003
7;1514776574129;13463.61;13490.57;13450.75;13490.54;1514776593701;1.525947;1.573502
8;1514776593701;13490.54;13519.03;13451.02;13517.52;1514776662147;13.431233;6.409267000000002
9;1514776662147;13490.48;13534.96;13456.0;13463.45;1514776754800;9.858310999999999;4.916044000000001
10;1514776755090;13490.38;13527.72;13450.03;13517.3;1514777092958;13.877805;12.860002000000001
11;1514777092958;13517.3;13549.98;13510.0;13544.33;1514777133040;1.3396150000000002;0.4424800000000001
12;1514777134241;13544.33;13575.0;13541.84;13571.42;1514777151869;1.5972749999999998;0.924308
13;1514777151869;13571.42;13600.0;13541.84;13598.56;1514777175937;2.9641549999999994;2.2851360000000005
14;1514777176633;13571.36;13611.27;13541.94;13544.17;1514777478302;26.319845000000004;12.507153999999991
15;1514777478302;13544.17;13561.18;13515.92;13517.08;1514777491459;1.0825770000000001;0.024911
16;1514777491459;13544.11;13579.94;13500.0;13571.15;1514777553231;7.756717999999999;1.4580620000000004
17;1514777553780;13571.15;13599.0;13530.0;13598.29;1514777613365;2.0831490000000006;5.12577
18;1514777613427;13571.09;13611.01;13542.16;13543.9;1514777832419;17.350512999999996;11.891525000000009
19;1514777832419;13543.9;13547.33;13505.0;13516.81;1514777903115;3.883575;1.3824079999999996
20;1514777903115;13516.81;13502.58;13480.86;13489.78;1514777908946;5.458624;0.45371400000000006
21;1514777908946;13489.78;13490.44;13458.86;13462.8;1514777919578;2.185021;0.251511
22;1514777919578;13462.8;13456.59;13419.98;13435.87;1514777919578;0.675148;0
23;1514777919578;13435.87;13415.45;13407.04;13409.0;1514777919578;1.018;0
