,Modelo,Cut-Off,Predichas,Acertadas,Ratio,Balance
2268,cp_1_28.ckpt,0.55,1324,932,70.39274924471299,179180072285.71347
2269,cp_1_29.ckpt,0.55,1016,675,66.43700787401575,150220095.50545996
2270,cp_1_29.ckpt,0.55,1410,917,65.0354609929078,41675996341.586006
2271,cp_1_29.ckpt,0.55,1434,928,64.71408647140865,50623596132.65086
2272,cp_1_29.ckpt,0.55,1434,928,64.71408647140865,50623596132.65086
2273,cp_1_30.ckpt,0.55,1077,756,70.1949860724234,2012979457.4873302
2274,cp_1_30.ckpt,0.55,1506,1038,68.92430278884463,1915624203497.6511
2275,cp_1_30.ckpt,0.55,1540,1057,68.63636363636364,2888986443840.3394
2276,cp_1_30.ckpt,0.55,1540,1057,68.63636363636364,2888986443840.3394
2277,cp_1_31.ckpt,0.55,915,649,70.92896174863388,148020067.05180216
2278,cp_1_31.ckpt,0.55,1274,909,71.35007849293564,119092190955.03787
2279,cp_1_31.ckpt,0.55,1288,916,71.11801242236025,136518095253.65842
2280,cp_1_31.ckpt,0.55,1288,916,71.11801242236025,136518095253.65842
2281,cp_1_32.ckpt,0.55,918,647,70.479302832244,132685089.02987528
2282,cp_1_32.ckpt,0.55,1292,918,71.05263157894737,141949889514.2396
2283,cp_1_32.ckpt,0.55,1321,937,70.93111279333839,225109733695.9584
2284,cp_1_32.ckpt,0.55,1321,937,70.93111279333839,225109733695.9584
2285,cp_1_33.ckpt,0.55,1187,806,67.9022746419545,4828500203.393595
2286,cp_1_33.ckpt,0.55,1644,1112,67.63990267639903,8972581215494.197
2287,cp_1_33.ckpt,0.55,1690,1133,67.0414201183432,12983117327341.715
2288,cp_1_33.ckpt,0.55,1691,1133,67.00177409816676,12853286154068.299
2289,cp_1_34.ckpt,0.55,868,643,74.07834101382488,187177770.4329161
2290,cp_1_34.ckpt,0.55,1190,869,73.02521008403362,56812739921.85751
2291,cp_1_34.ckpt,0.55,1205,879,72.9460580912863,72609585015.54439
2292,cp_1_34.ckpt,0.55,1205,879,72.9460580912863,72609585015.54439
2293,cp_1_35.ckpt,0.55,868,660,76.036866359447,367019197.85600835
2294,cp_1_35.ckpt,0.55,1175,892,75.91489361702128,164272364422.6814
2295,cp_1_35.ckpt,0.55,1185,899,75.86497890295358,196033667432.61258
2296,cp_1_35.ckpt,0.55,1185,899,75.86497890295358,196033667432.61258
2297,cp_1_36.ckpt,0.55,779,610,78.30551989730424,123895335.80972782
2298,cp_1_36.ckpt,0.55,1076,834,77.5092936802974,44664502068.17842
2299,cp_1_36.ckpt,0.55,1093,841,76.94419030192132,49679248271.719666
2300,cp_1_36.ckpt,0.55,1093,841,76.94419030192132,49679248271.719666
2301,cp_1_37.ckpt,0.55,1192,795,66.69463087248322,2970064602.422285
2302,cp_1_37.ckpt,0.55,1624,1061,65.33251231527093,1455157394697.5503
2303,cp_1_37.ckpt,0.55,1724,1104,64.03712296983758,2924938405635.329
2304,cp_1_37.ckpt,0.55,1730,1106,63.93063583815029,2980793927411.7563
2305,cp_1_38.ckpt,0.55,667,518,77.66116941529235,9984501.632233847
2306,cp_1_38.ckpt,0.55,889,693,77.95275590551181,1098233941.8110893
2307,cp_1_38.ckpt,0.55,898,700,77.95100222717149,1323810507.6151922
2308,cp_1_38.ckpt,0.55,898,700,77.95100222717149,1323810507.6151922
2309,cp_1_39.ckpt,0.55,1222,849,69.47626841243863,18652255661.297966
2310,cp_1_39.ckpt,0.55,1665,1146,68.82882882882883,27933509847088.992
2311,cp_1_39.ckpt,0.55,1729,1185,68.53672643146328,68810883923556.09
2312,cp_1_39.ckpt,0.55,1730,1185,68.4971098265896,68122775084320.54
2313,cp_1_40.ckpt,0.55,972,708,72.8395061728395,863866166.3248718
2314,cp_1_40.ckpt,0.55,1331,962,72.27648384673178,548020712338.19604
2315,cp_1_40.ckpt,0.55,1368,985,72.00292397660819,939606181924.1176
2316,cp_1_40.ckpt,0.55,1368,985,72.00292397660819,939606181924.1176
2317,cp_1_41.ckpt,0.55,949,690,72.70811380400421,533581111.4477363
2318,cp_1_41.ckpt,0.55,1297,936,72.16653816499614,275389624424.6189
2319,cp_1_41.ckpt,0.55,1334,955,71.58920539730136,402984503456.3806
2320,cp_1_41.ckpt,0.55,1334,955,71.58920539730136,402984503456.3806
2321,cp_1_42.ckpt,0.55,1588,959,60.3904282115869,36765112066.80791
2322,cp_1_42.ckpt,0.55,2273,1352,59.480862296524414,216741475584788.34
2323,cp_1_42.ckpt,0.55,2491,1426,57.24608590927338,454322950345319.25
2324,cp_1_42.ckpt,0.55,2517,1430,56.813667063965035,409909379524232.4
2325,cp_1_43.ckpt,0.55,1509,941,62.35917826375083,39867497803.78432
2326,cp_1_43.ckpt,0.55,2087,1310,62.769525634882605,266262843755671.88
2327,cp_1_43.ckpt,0.55,2262,1371,60.610079575596814,513799239616296.7
2328,cp_1_43.ckpt,0.55,2273,1372,60.360756709194895,478610947135996.4
2329,cp_1_44.ckpt,0.55,791,628,79.39317319848293,224033949.04300132
2330,cp_1_44.ckpt,0.55,1090,861,78.9908256880734,113060274093.77176
2331,cp_1_44.ckpt,0.55,1107,873,78.86178861788618,153296663817.2763
2332,cp_1_44.ckpt,0.55,1107,873,78.86178861788618,153296663817.2763
2333,cp_1_45.ckpt,0.55,980,748,76.3265306122449,3886952434.4518423
2334,cp_1_45.ckpt,0.55,1339,1014,75.72815533980582,3966286623285.3374
2335,cp_1_45.ckpt,0.55,1380,1041,75.43478260869566,7653884189524.351
2336,cp_1_45.ckpt,0.55,1380,1041,75.43478260869566,7653884189524.351
2337,cp_1_46.ckpt,0.55,611,521,85.27004909983633,19740656.20905184
2338,cp_1_46.ckpt,0.55,820,704,85.85365853658537,3396946959.3513713
2339,cp_1_46.ckpt,0.55,828,711,85.8695652173913,4136038124.665323
2340,cp_1_46.ckpt,0.55,828,711,85.8695652173913,4136038124.665323
2341,cp_1_47.ckpt,0.55,1137,769,67.63412489006157,1843221001.8857386
2342,cp_1_47.ckpt,0.55,1575,1044,66.28571428571429,1214369702760.917
2343,cp_1_47.ckpt,0.55,1640,1073,65.42682926829268,1992954783481.7783
2344,cp_1_47.ckpt,0.55,1644,1076,65.45012165450122,2155977946672.7969
2345,cp_1_48.ckpt,0.55,1268,860,67.82334384858044,18162375163.22509
2346,cp_1_48.ckpt,0.55,1749,1190,68.03887935963408,68607434424583.64
2347,cp_1_48.ckpt,0.55,1808,1222,67.58849557522124,134682951111948.64
2348,cp_1_48.ckpt,0.55,1809,1222,67.55113322277501,133336121600829.16
2349,cp_1_49.ckpt,0.55,983,749,76.19532044760936,3923890143.4364386
2350,cp_1_49.ckpt,0.55,1325,1005,75.84905660377359,3196488158499.9062
2351,cp_1_49.ckpt,0.55,1347,1022,75.87230883444693,5024373228585.781
2352,cp_1_49.ckpt,0.55,1347,1022,75.87230883444693,5024373228585.781
2353,cp_2_0.ckpt,0.55,1105,756,68.41628959276018,1519234421.3103929
2354,cp_2_0.ckpt,0.55,1543,1051,68.11406351263771,2210237316963.6807
2355,cp_2_0.ckpt,0.55,1626,1089,66.97416974169742,4323517317203.252
2356,cp_2_0.ckpt,0.55,1626,1089,66.97416974169742,4323517317203.252
2357,cp_2_1.ckpt,0.55,865,670,77.45664739884393,562086945.6172686
2358,cp_2_1.ckpt,0.55,1191,915,76.82619647355163,347835828575.2195
2359,cp_2_1.ckpt,0.55,1204,924,76.74418604651163,435963484307.8963
2360,cp_2_1.ckpt,0.55,1204,924,76.74418604651163,435963484307.8963
2361,cp_2_2.ckpt,0.55,661,540,81.69440242057489,25348944.88278454
2362,cp_2_2.ckpt,0.55,916,745,81.33187772925764,6566753005.594576
2363,cp_2_2.ckpt,0.55,921,747,81.10749185667753,6759751249.537054
2364,cp_2_2.ckpt,0.55,921,747,81.10749185667753,6759751249.537054
2365,cp_2_3.ckpt,0.55,949,715,75.34246575342466,1436319974.1553183
2366,cp_2_3.ckpt,0.55,1313,973,74.1051028179741,1015279930329.4192
2367,cp_2_3.ckpt,0.55,1367,1005,73.51865398683248,2095806934576.5283
2368,cp_2_3.ckpt,0.55,1369,1006,73.48429510591673,2137094331187.6863
2369,cp_2_4.ckpt,0.55,1284,848,66.04361370716511,9614161086.60095
2370,cp_2_4.ckpt,0.55,1782,1143,64.14141414141415,7653096435567.496
2371,cp_2_4.ckpt,0.55,1851,1177,63.58725013506213,14707357078310.56
2372,cp_2_4.ckpt,0.55,1853,1177,63.518618456556936,14414680672452.18
2373,cp_2_5.ckpt,0.55,969,707,72.96181630546955,855734124.9356086
2374,cp_2_5.ckpt,0.55,1331,961,72.20135236664163,526738354577.4894
2375,cp_2_5.ckpt,0.55,1368,980,71.6374269005848,770789366935.4397
2376,cp_2_5.ckpt,0.55,1369,980,71.58509861212563,763081473266.0853
2377,cp_2_6.ckpt,0.55,1305,804,61.60919540229885,1362577321.466345
2378,cp_2_6.ckpt,0.55,1842,1105,59.98914223669924,929547779165.8846
2379,cp_2_6.ckpt,0.55,2012,1169,58.1013916500994,2124147770863.2964
2380,cp_2_6.ckpt,0.55,2030,1173,57.783251231527096,2076951471570.757
2381,cp_2_7.ckpt,0.55,1080,738,68.33333333333333,957432983.4133247
2382,cp_2_7.ckpt,0.55,1540,1012,65.71428571428571,486020009003.3717
2383,cp_2_7.ckpt,0.55,1623,1051,64.7566235366605,989132507268.2886
2384,cp_2_7.ckpt,0.55,1629,1054,64.70227133210558,1048749418039.0463
2385,cp_2_8.ckpt,0.55,1387,884,63.734679163662584,14210505332.964508
2386,cp_2_8.ckpt,0.55,1965,1226,62.391857506361326,32572140250660.203
2387,cp_2_8.ckpt,0.55,2163,1300,60.10171058714748,83476658136470.53
2388,cp_2_8.ckpt,0.55,2188,1308,59.78062157221206,89137645879869.89
2389,cp_2_9.ckpt,0.55,973,709,72.86742034943474,889782151.314618
2390,cp_2_9.ckpt,0.55,1334,961,72.03898050974513,511093698708.18335
2391,cp_2_9.ckpt,0.55,1402,995,70.9700427960057,992116752100.5343
2392,cp_2_9.ckpt,0.55,1404,996,70.94017094017094,1011661452116.9149
2393,cp_2_10.ckpt,0.55,538,435,80.85501858736059,1363382.735708323
2394,cp_2_10.ckpt,0.55,720,587,81.52777777777777,90142953.48892471
2395,cp_2_10.ckpt,0.55,734,594,80.92643051771117,103332923.94875157
2396,cp_2_10.ckpt,0.55,734,594,80.92643051771117,103332923.94875157
2397,cp_2_11.ckpt,0.55,936,708,75.64102564102564,1240450560.0055661
2398,cp_2_11.ckpt,0.55,1305,977,74.86590038314176,1289176454455.4492
2399,cp_2_11.ckpt,0.55,1320,988,74.84848484848484,1714204437840.2979
2400,cp_2_11.ckpt,0.55,1320,988,74.84848484848484,1714204437840.2979
2401,cp_2_12.ckpt,0.55,550,473,86.0,5443989.382966154
2402,cp_2_12.ckpt,0.55,761,650,85.41392904073588,723940142.0888764
2403,cp_2_12.ckpt,0.55,762,651,85.43307086614173,745658346.3515428
2404,cp_2_12.ckpt,0.55,762,651,85.43307086614173,745658346.3515428
2405,cp_2_13.ckpt,0.55,660,524,79.39393939393939,13586018.786105365
2406,cp_2_13.ckpt,0.55,932,720,77.25321888412017,2077126958.6842577
2407,cp_2_13.ckpt,0.55,949,730,76.92307692307692,2601846383.4121485
2408,cp_2_13.ckpt,0.55,949,730,76.92307692307692,2601846383.4121485
2409,cp_2_14.ckpt,0.55,675,539,79.85185185185185,21166574.59007804
2410,cp_2_14.ckpt,0.55,920,734,79.78260869565217,4080084229.098949
2411,cp_2_14.ckpt,0.55,922,735,79.71800433839479,4160461888.412199
2412,cp_2_14.ckpt,0.55,922,735,79.71800433839479,4160461888.412199
2413,cp_2_15.ckpt,0.55,667,559,83.80809595202399,50653519.54665683
2414,cp_2_15.ckpt,0.55,923,768,83.20693391115927,15221019284.463667
2415,cp_2_15.ckpt,0.55,928,772,83.1896551724138,16960077388.825321
2416,cp_2_15.ckpt,0.55,928,772,83.1896551724138,16960077388.825321
2417,cp_2_16.ckpt,0.55,897,679,75.69676700111482,582033520.2330846
2418,cp_2_16.ckpt,0.55,1259,947,75.21842732327244,623781528510.0315
2419,cp_2_16.ckpt,0.55,1284,961,74.84423676012462,844774501396.8531
2420,cp_2_16.ckpt,0.55,1284,961,74.84423676012462,844774501396.8531
2421,cp_2_17.ckpt,0.55,1179,828,70.22900763358778,12507639623.092335
2422,cp_2_17.ckpt,0.55,1640,1137,69.32926829268293,25143594981070.355
2423,cp_2_17.ckpt,0.55,1690,1159,68.57988165680473,36360660576189.305
2424,cp_2_17.ckpt,0.55,1690,1159,68.57988165680473,36360660576189.305
2425,cp_2_18.ckpt,0.55,925,686,74.16216216216216,579625730.9254256
2426,cp_2_18.ckpt,0.55,1269,915,72.10401891252955,158825229942.02646
2427,cp_2_18.ckpt,0.55,1295,926,71.5057915057915,189084915359.34045
2428,cp_2_18.ckpt,0.55,1295,926,71.5057915057915,189084915359.34045
2429,cp_2_19.ckpt,0.55,1182,839,70.98138747884941,18763043031.99869
2430,cp_2_19.ckpt,0.55,1647,1131,68.6703096539162,18478280435286.363
2431,cp_2_19.ckpt,0.55,1703,1159,68.05637110980622,31907244065735.88
2432,cp_2_19.ckpt,0.55,1703,1159,68.05637110980622,31907244065735.88
2433,cp_2_20.ckpt,0.55,958,700,73.06889352818372,724331712.5083377
2434,cp_2_20.ckpt,0.55,1318,969,73.52048558421852,824050171033.2357
2435,cp_2_20.ckpt,0.55,1355,992,73.21033210332104,1412871115062.2117
2436,cp_2_20.ckpt,0.55,1355,992,73.21033210332104,1412871115062.2117
2437,cp_2_22.ckpt,0.55,1073,758,70.6430568499534,2268311135.1917796
2438,cp_2_22.ckpt,0.55,1495,1044,69.83277591973244,2713534550638.5845
2439,cp_2_22.ckpt,0.55,1524,1060,69.55380577427822,3821100679377.245
2440,cp_2_22.ckpt,0.55,1524,1060,69.55380577427822,3821100679377.245
2441,cp_2_23.ckpt,0.55,1266,874,69.03633491311217,32264926087.32888
2442,cp_2_23.ckpt,0.55,1742,1194,68.5419058553387,86244803580182.17
2443,cp_2_23.ckpt,0.55,1793,1221,68.09815950920246,150516002251399.88
2444,cp_2_23.ckpt,0.55,1794,1222,68.1159420289855,155031482318941.9
2445,cp_2_24.ckpt,0.55,1550,964,62.193548387096776,65661174974.6217
2446,cp_2_24.ckpt,0.55,2147,1336,62.226362366092225,408013962070297.5
2447,cp_2_24.ckpt,0.55,2322,1399,60.24978466838932,852240121786274.5
2448,cp_2_24.ckpt,0.55,2342,1404,59.94876174210077,849720348519384.6
2449,cp_2_25.ckpt,0.55,1075,787,73.20930232558139,7011838215.923574
2450,cp_2_25.ckpt,0.55,1465,1062,72.4914675767918,7483694660621.178
2451,cp_2_25.ckpt,0.55,1522,1085,71.28777923784494,10494671384534.367
2452,cp_2_25.ckpt,0.55,1527,1088,71.25081859855926,11239601343525.729
2453,cp_2_26.ckpt,0.55,808,639,79.08415841584159,291967474.7246534
2454,cp_2_26.ckpt,0.55,1090,860,78.89908256880734,108669583837.70296
2455,cp_2_26.ckpt,0.55,1110,868,78.1981981981982,122019189721.2103
2456,cp_2_26.ckpt,0.55,1110,868,78.1981981981982,122019189721.2103
2457,cp_2_27.ckpt,0.55,846,667,78.84160756501183,604127647.4011056
2458,cp_2_27.ckpt,0.55,1159,912,78.68852459016394,426031780040.67303
2459,cp_2_27.ckpt,0.55,1186,929,78.33052276559864,636834763582.1683
2460,cp_2_27.ckpt,0.55,1186,929,78.33052276559864,636834763582.1683
2461,cp_2_28.ckpt,0.55,839,657,78.30750893921335,436176283.84864515
2462,cp_2_28.ckpt,0.55,1152,898,77.95138888888889,262522912034.9079
2463,cp_2_28.ckpt,0.55,1175,913,77.70212765957447,377404557519.68085
2464,cp_2_28.ckpt,0.55,1175,913,77.70212765957447,377404557519.68085
2465,cp_2_29.ckpt,0.55,1038,701,67.53371868978806,337252437.8658173
2466,cp_2_29.ckpt,0.55,1438,959,66.68984700973574,166018583661.97134
2467,cp_2_29.ckpt,0.55,1488,984,66.12903225806451,270375407533.67828
2468,cp_2_29.ckpt,0.55,1488,984,66.12903225806451,270375407533.67828
2469,cp_2_30.ckpt,0.55,739,599,81.0554803788904,119791179.75540127
2470,cp_2_30.ckpt,0.55,1037,835,80.52073288331727,68768877820.17175
2471,cp_2_30.ckpt,0.55,1057,847,80.13245033112582,90473249864.06291
2472,cp_2_30.ckpt,0.55,1057,847,80.13245033112582,90473249864.06291
2473,cp_2_31.ckpt,0.55,1026,740,72.12475633528265,1783248784.7388754
2474,cp_2_31.ckpt,0.55,1449,1033,71.29054520358868,2786724738885.3477
2475,cp_2_31.ckpt,0.55,1487,1056,71.01546738399462,4730185366530.526
2476,cp_2_31.ckpt,0.55,1487,1056,71.01546738399462,4730185366530.526
2477,cp_2_32.ckpt,0.55,1285,879,68.40466926070039,32494474836.21305
2478,cp_2_32.ckpt,0.55,1809,1225,67.71697070204533,150159878705954.8
2479,cp_2_32.ckpt,0.55,1890,1263,66.82539682539682,299696599523616.3
2480,cp_2_32.ckpt,0.55,1891,1263,66.79005817028028,296699633528380.1
2481,cp_2_33.ckpt,0.55,1261,886,70.26169706582078,54573155099.1294
2482,cp_2_33.ckpt,0.55,1739,1200,69.00517538815411,112730007082272.64
2483,cp_2_33.ckpt,0.55,1780,1222,68.65168539325843,178454364948022.78
2484,cp_2_33.ckpt,0.55,1780,1222,68.65168539325843,178454364948022.78
2485,cp_2_34.ckpt,0.55,1233,840,68.1265206812652,11692307518.491543
2486,cp_2_34.ckpt,0.55,1721,1148,66.70540383497966,17222669432635.959
2487,cp_2_34.ckpt,0.55,1776,1171,65.93468468468468,24642391967225.758
2488,cp_2_34.ckpt,0.55,1778,1173,65.97300337457818,26143113638029.81
2489,cp_2_35.ckpt,0.55,1063,783,73.65945437441204,6751518025.027231
2490,cp_2_35.ckpt,0.55,1445,1051,72.73356401384083,5918202710779.258
2491,cp_2_35.ckpt,0.55,1477,1071,72.51184834123222,9474507978578.908
2492,cp_2_35.ckpt,0.55,1477,1071,72.51184834123222,9474507978578.908
2493,cp_2_36.ckpt,0.55,1171,847,72.33134073441504,28769504024.948814
2494,cp_2_36.ckpt,0.55,1596,1141,71.49122807017544,45844467276065.33
2495,cp_2_36.ckpt,0.55,1649,1169,70.89144936325046,81584768805342.39
2496,cp_2_36.ckpt,0.55,1649,1169,70.89144936325046,81584768805342.39
2497,cp_2_37.ckpt,0.55,956,741,77.51046025104603,3749301322.1458197
2498,cp_2_37.ckpt,0.55,1307,991,75.82249426166794,2199941719175.636
2499,cp_2_37.ckpt,0.55,1338,1013,75.7100149476831,3850763711927.5117
2500,cp_2_37.ckpt,0.55,1338,1013,75.7100149476831,3850763711927.5117
2501,cp_2_38.ckpt,0.55,990,748,75.55555555555556,3515290108.130081
2502,cp_2_38.ckpt,0.55,1356,1007,74.26253687315634,2533775851082.7773
2503,cp_2_38.ckpt,0.55,1389,1026,73.86609071274297,3859830081106.399
2504,cp_2_38.ckpt,0.55,1389,1026,73.86609071274297,3859830081106.399
2505,cp_2_39.ckpt,0.55,1123,785,69.9020480854853,3998684760.505798
2506,cp_2_39.ckpt,0.55,1558,1074,68.93453145057767,4727303859333.027
2507,cp_2_39.ckpt,0.55,1614,1105,68.4634448574969,9192790214991.852
2508,cp_2_39.ckpt,0.55,1614,1105,68.4634448574969,9192790214991.852
2509,cp_2_40.ckpt,0.55,1139,838,73.57330992098332,27783558991.295338
2510,cp_2_40.ckpt,0.55,1571,1139,72.50159134309357,54450642083249.91
2511,cp_2_40.ckpt,0.55,1630,1171,71.84049079754601,106891814673145.25
2512,cp_2_40.ckpt,0.55,1630,1171,71.84049079754601,106891814673145.25
2513,cp_2_41.ckpt,0.55,1133,801,70.6972639011474,6815560781.809761
2514,cp_2_41.ckpt,0.55,1565,1089,69.58466453674122,7981606857981.47
2515,cp_2_41.ckpt,0.55,1641,1122,68.37294332723948,13741435868154.951
2516,cp_2_41.ckpt,0.55,1643,1123,68.35057821059038,14012142154757.605
2517,cp_2_42.ckpt,0.55,1559,955,61.257216164207826,41995922960.71815
2518,cp_2_42.ckpt,0.55,2239,1338,59.758820902188475,175193096160125.06
2519,cp_2_42.ckpt,0.55,2526,1427,56.49247822644497,332505257749488.0
2520,cp_2_42.ckpt,0.55,2554,1433,56.10806577916993,318270324089492.7
2521,cp_2_43.ckpt,0.55,1229,869,70.70789259560618,38390018721.90596
2522,cp_2_43.ckpt,0.55,1684,1187,70.48693586698337,117078578278658.28
2523,cp_2_43.ckpt,0.55,1774,1227,69.16572717023675,231060739051292.97
2524,cp_2_43.ckpt,0.55,1775,1227,69.12676056338029,228750131660780.06
2525,cp_2_44.ckpt,0.55,1002,751,74.9500998003992,3509050332.1149836
2526,cp_2_44.ckpt,0.55,1381,1022,74.00434467776974,3570084612592.133
2527,cp_2_44.ckpt,0.55,1433,1048,73.13328681088625,5928726429686.688
2528,cp_2_44.ckpt,0.55,1434,1049,73.15202231520223,6106588222577.289
2529,cp_2_45.ckpt,0.55,941,729,77.47077577045697,2710179555.100015
2530,cp_2_45.ckpt,0.55,1292,982,76.0061919504644,1790873811656.8303
2531,cp_2_45.ckpt,0.55,1341,1009,75.24235645041014,3188925210514.636
2532,cp_2_45.ckpt,0.55,1342,1010,75.2608047690015,3284592966830.075
2533,cp_2_46.ckpt,0.55,710,597,84.08450704225352,148115373.653766
2534,cp_2_46.ckpt,0.55,976,813,83.29918032786885,53112947679.797844
2535,cp_2_46.ckpt,0.55,987,822,83.28267477203647,67921272884.77609
2536,cp_2_46.ckpt,0.55,987,822,83.28267477203647,67921272884.77609
2537,cp_2_47.ckpt,0.55,1083,783,72.29916897506925,5522113431.982526
2538,cp_2_47.ckpt,0.55,1483,1061,71.5441672285907,6002712348515.655
2539,cp_2_47.ckpt,0.55,1531,1085,70.86871325930764,9587063316445.164
2540,cp_2_47.ckpt,0.55,1532,1086,70.88772845953002,9874675215938.521
2541,cp_2_48.ckpt,0.55,1426,947,66.40953716690042,116442094318.64049
2542,cp_2_48.ckpt,0.55,1980,1306,65.95959595959596,666095690242637.9
2543,cp_2_48.ckpt,0.55,2095,1356,64.72553699284009,1519446831354069.5
2544,cp_2_48.ckpt,0.55,2100,1358,64.66666666666667,1564103691443897.8
2545,cp_2_49.ckpt,0.55,967,740,76.5253360910031,3226528127.6265397
2546,cp_2_49.ckpt,0.55,1341,1016,75.76435495898583,4207833478643.415
2547,cp_2_49.ckpt,0.55,1367,1032,75.49378200438917,6106692979363.719
2548,cp_2_49.ckpt,0.55,1367,1032,75.49378200438917,6106692979363.719
2549,cp_3_0.ckpt,0.55,969,750,77.39938080495357,4699223983.964666
2550,cp_3_0.ckpt,0.55,1338,1026,76.68161434977578,6444263083493.205
2551,cp_3_0.ckpt,0.55,1375,1045,76.0,9430050838951.055
2552,cp_3_0.ckpt,0.55,1376,1046,76.01744186046511,9712952364119.588
2553,cp_3_1.ckpt,0.55,1112,781,70.23381294964028,3811728036.43568
2554,cp_3_1.ckpt,0.55,1520,1046,68.8157894736842,2284647915060.8823
2555,cp_3_1.ckpt,0.55,1577,1077,68.29422954977807,4398335018647.193
2556,cp_3_1.ckpt,0.55,1580,1080,68.35443037974683,4806179429921.291
2557,cp_3_2.ckpt,0.55,923,695,75.29794149512459,844686471.0310776
2558,cp_3_2.ckpt,0.55,1281,956,74.62919594067135,714208578604.6769
2559,cp_3_2.ckpt,0.55,1319,979,74.22289613343442,1212297332429.6465
2560,cp_3_2.ckpt,0.55,1319,979,74.22289613343442,1212297332429.6465
2561,cp_3_3.ckpt,0.55,1043,755,72.38734419942473,2722956456.61999
2562,cp_3_3.ckpt,0.55,1419,1011,71.24735729386892,1576135579029.1685
2563,cp_3_3.ckpt,0.55,1493,1047,70.12726054922975,3117963715001.482
2564,cp_3_3.ckpt,0.55,1498,1052,70.22696929238985,3614574499409.3325
2565,cp_3_4.ckpt,0.55,1131,809,71.52961980548187,9546571880.243587
2566,cp_3_4.ckpt,0.55,1554,1084,69.75546975546976,7312957361423.035
2567,cp_3_4.ckpt,0.55,1598,1105,69.14893617021276,10796530993158.938
2568,cp_3_4.ckpt,0.55,1598,1105,69.14893617021276,10796530993158.938
2569,cp_3_5.ckpt,0.55,986,725,73.52941176470588,1471545521.132908
2570,cp_3_5.ckpt,0.55,1369,990,72.31555880204529,1133942963969.462
2571,cp_3_5.ckpt,0.55,1408,1011,71.80397727272727,1760380025685.4983
2572,cp_3_5.ckpt,0.55,1408,1011,71.80397727272727,1760380025685.4983
2573,cp_3_6.ckpt,0.55,958,730,76.20041753653445,2376831546.5499315
2574,cp_3_6.ckpt,0.55,1320,985,74.62121212121212,1522146750132.4695
2575,cp_3_6.ckpt,0.55,1362,1008,74.00881057268722,2481883491748.3237
2576,cp_3_6.ckpt,0.55,1364,1010,74.04692082111437,2633030196395.797
2577,cp_3_7.ckpt,0.55,828,638,77.05314009661836,229528350.387124
2578,cp_3_7.ckpt,0.55,1114,844,75.76301615798923,45302293822.52021
2579,cp_3_7.ckpt,0.55,1165,871,74.76394849785407,79062388409.8088
2580,cp_3_7.ckpt,0.55,1168,874,74.82876712328768,86393606499.88516
2581,cp_3_8.ckpt,0.55,1148,833,72.5609756097561,20820659301.021782
2582,cp_3_8.ckpt,0.55,1576,1134,71.95431472081218,42478466278603.0
2583,cp_3_8.ckpt,0.55,1645,1173,71.30699088145897,99512223269032.16
2584,cp_3_8.ckpt,0.55,1646,1174,71.32442284325639,102497589967103.11
2585,cp_3_9.ckpt,0.55,837,658,78.61409796893668,463013537.43959814
2586,cp_3_9.ckpt,0.55,1122,877,78.16399286987522,154478748663.61557
2587,cp_3_9.ckpt,0.55,1170,906,77.43589743589743,300757839664.52216
2588,cp_3_9.ckpt,0.55,1173,908,77.4083546462063,315883252179.09064
2589,cp_3_10.ckpt,0.55,762,605,79.39632545931758,120572009.32003716
2590,cp_3_10.ckpt,0.55,1041,820,78.7704130643612,36467187019.462456
2591,cp_3_10.ckpt,0.55,1088,846,77.75735294117646,63680900079.269066
2592,cp_3_10.ckpt,0.55,1090,847,77.70642201834862,64935413810.83068
2593,cp_3_11.ckpt,0.55,1024,768,75.0,5515671472.004636
2594,cp_3_11.ckpt,0.55,1406,1043,74.18207681365575,6379711010527.995
2595,cp_3_11.ckpt,0.55,1429,1057,73.96780965710288,8815336677949.87
2596,cp_3_11.ckpt,0.55,1429,1057,73.96780965710288,8815336677949.87
2597,cp_3_12.ckpt,0.55,788,647,82.10659898477158,490057254.38641715
2598,cp_3_12.ckpt,0.55,1084,884,81.54981549815498,298638337256.63403
2599,cp_3_12.ckpt,0.55,1091,889,81.48487626031164,339314228702.3995
2600,cp_3_12.ckpt,0.55,1091,889,81.48487626031164,339314228702.3995
2601,cp_3_13.ckpt,0.55,942,708,75.1592356687898,1167859578.5585945
2602,cp_3_13.ckpt,0.55,1309,980,74.8663101604278,1394630740352.2625
2603,cp_3_13.ckpt,0.55,1337,995,74.4203440538519,1906668246876.6404
2604,cp_3_13.ckpt,0.55,1337,995,74.4203440538519,1906668246876.6404
2605,cp_3_14.ckpt,0.55,767,639,83.3116036505867,440850659.77459335
2606,cp_3_14.ckpt,0.55,1051,866,82.39771646051379,203961217265.54562
2607,cp_3_14.ckpt,0.55,1058,870,82.23062381852552,222741981006.70712
2608,cp_3_14.ckpt,0.55,1058,870,82.23062381852552,222741981006.70712
2609,cp_3_15.ckpt,0.55,1369,943,68.88239590942294,176236474131.71225
2610,cp_3_15.ckpt,0.55,1882,1282,68.11902231668438,689348493087335.9
2611,cp_3_15.ckpt,0.55,1952,1315,67.36680327868852,1260577194612254.0
2612,cp_3_15.ckpt,0.55,1952,1315,67.36680327868852,1260577194612254.0
2613,cp_3_16.ckpt,0.55,824,668,81.06796116504854,784072930.1975859
